timestamp,mid_price,bid_price_1,ask_price_1,bid_size_1,ask_size_1,bid_price_2,ask_price_2,bid_size_2,ask_size_2,bid_price_3,ask_price_3,bid_size_3,ask_size_3,bid_price_4,ask_price_4,bid_size_4,ask_size_4,bid_price_5,ask_price_5,bid_size_5,ask_size_5,aggressor_side,trade_price,trade_size
2026-01-02T09:30:32+00:00,99.99,99.98,100.0,89.296,173.781,99.97,100.01,42.851,64.74,99.96,100.02,50.16,88.607,99.95,100.03,53.798,102.612,99.94,100.04,57.91,93.221,1,100.0,6.762
2026-01-02T09:30:33+00:00,99.99,99.98,100.0,70.959,87.84,99.97,100.01,44.017,57.857,99.96,100.02,161.537,224.214,99.95,100.03,81.891,111.514,99.94,100.04,123.424,173.765,1,100.0,25.405
2026-01-02T09:30:34+00:00,99.99,99.975,100.005,66.406,81.083,99.965,100.015,30.808,32.754,99.955,100.025,33.714,35.862,99.945,100.035,97.599,87.694,99.935,100.045,71.474,86.316,-1,99.975,9.966
2026-01-02T09:30:35+00:00,99.99,99.985,99.995,70.377,54.408,99.975,100.005,73.209,61.791,99.965,100.015,55.598,46.749,99.955,100.025,67.851,74.835,99.945,100.035,41.956,42.8,1,99.995,19.21
2026-01-02T09:30:36+00:00,100.0,99.995,100.005,75.182,57.628,99.985,100.015,89.48,80.708,99.975,100.025,97.944,76.064,99.965,100.035,164.018,105.366,99.955,100.045,62.033,57.395,-1,99.995,21.845
2026-01-02T09:30:37+00:00,100.0,99.995,100.005,53.631,69.51,99.985,100.015,160.219,112.325,99.975,100.025,126.373,110.749,99.965,100.035,161.317,146.586,99.955,100.045,140.958,98.025,1,100.005,12.111
2026-01-02T09:30:38+00:00,100.0,99.99,100.01,97.021,122.985,99.98,100.02,71.7,68.213,99.97,100.03,91.072,85.95,99.96,100.04,86.604,120.579,99.95,100.05,132.545,151.576,-1,99.99,14.708
2026-01-02T09:30:39+00:00,100.0,99.995,100.005,38.8,49.769,99.985,100.015,34.944,52.004,99.975,100.025,116.74,134.947,99.965,100.035,54.207,83.727,99.955,100.045,119.583,152.154,-1,99.995,8.295
2026-01-02T09:30:40+00:00,100.0,99.995,100.005,46.429,56.291,99.985,100.015,53.346,65.016,99.975,100.025,80.58,90.302,99.965,100.035,81.781,79.479,99.955,100.045,35.554,59.228,1,100.005,15.415
2026-01-02T09:30:41+00:00,100.0,99.99,100.01,90.191,104.266,99.98,100.02,50.13,56.717,99.97,100.03,162.58,132.375,99.96,100.04,171.909,223.276,99.95,100.05,99.645,108.312,-1,99.99,26.264
2026-01-02T09:30:42+00:00,100.0,99.99,100.01,55.405,58.471,99.98,100.02,74.387,90.664,99.97,100.03,70.294,112.649,99.96,100.04,52.571,72.776,99.95,100.05,90.599,127.556,1,100.01,13.147
2026-01-02T09:30:43+00:00,100.0,99.995,100.005,43.887,51.123,99.985,100.015,27.56,43.898,99.975,100.025,68.007,86.542,99.965,100.035,100.234,98.733,99.955,100.045,54.82,81.605,1,100.005,12.972
2026-01-02T09:30:44+00:00,100.0,99.995,100.005,36.495,67.524,99.985,100.015,54.691,77.971,99.975,100.025,48.461,66.733,99.965,100.035,78.507,133.601,99.955,100.045,118.439,286.567,-1,99.995,8.147
2026-01-02T09:30:45+00:00,100.0,99.995,100.005,58.184,83.708,99.985,100.015,88.154,151.048,99.975,100.025,88.4,99.248,99.965,100.035,57.341,106.956,99.955,100.045,63.567,134.687,-1,99.995,20.647
2026-01-02T09:30:46+00:00,100.01,99.995,100.025,86.229,119.978,99.985,100.035,59.124,109.73,99.975,100.045,96.217,145.318,99.965,100.055,101.312,180.222,99.955,100.065,83.285,147.834,-1,99.995,20.299
2026-01-02T09:30:47+00:00,100.01,100.005,100.015,39.511,94.652,99.995,100.025,66.761,210.172,99.985,100.035,53.756,141.048,99.975,100.045,53.17,134.315,99.965,100.055,53.393,138.424,1,100.015,27.341
2026-01-02T09:30:48+00:00,100.0,99.995,100.005,43.626,93.829,99.985,100.015,63.787,122.225,99.975,100.025,64.83,110.313,99.965,100.035,69.973,144.838,99.955,100.045,68.498,182.344,-1,99.995,22.928
2026-01-02T09:30:49+00:00,100.0,99.995,100.005,82.308,164.33,99.985,100.015,47.538,105.654,99.975,100.025,56.843,130.636,99.965,100.035,54.16,118.948,99.955,100.045,82.371,181.391,-1,99.995,13.381
2026-01-02T09:30:50+00:00,99.99,99.985,99.995,30.797,61.733,99.975,100.005,36.929,66.161,99.965,100.015,56.379,101.569,99.955,100.025,76.461,146.021,99.945,100.035,34.695,51.983,1,99.995,16.403
2026-01-02T09:30:51+00:00,99.99,99.985,99.995,44.717,61.357,99.975,100.005,64.945,83.614,99.965,100.015,92.948,118.405,99.955,100.025,110.443,159.308,99.945,100.035,57.241,92.185,-1,99.985,9.722
2026-01-02T09:30:52+00:00,99.99,99.98,100.0,73.705,64.914,99.97,100.01,101.762,146.303,99.96,100.02,76.747,99.524,99.95,100.03,120.009,202.33,99.94,100.04,69.776,86.106,-1,99.98,36.409
2026-01-02T09:30:53+00:00,99.99,99.985,99.995,41.143,60.777,99.975,100.005,78.681,128.097,99.965,100.015,69.419,81.919,99.955,100.025,79.671,103.75,99.945,100.035,87.007,105.191,-1,99.985,23.554
2026-01-02T09:30:54+00:00,99.99,99.985,99.995,70.989,88.227,99.975,100.005,112.298,135.47,99.965,100.015,112.903,153.065,99.955,100.025,104.069,141.651,99.945,100.035,66.368,71.249,-1,99.985,33.682
2026-01-02T09:30:55+00:00,99.99,99.98,100.0,38.978,47.194,99.97,100.01,80.048,77.743,99.96,100.02,77.267,106.71,99.95,100.03,79.455,98.203,99.94,100.04,87.671,130.158,1,100.0,14.38
2026-01-02T09:30:56+00:00,99.99,99.985,99.995,46.511,60.556,99.975,100.005,88.343,138.072,99.965,100.015,63.37,122.032,99.955,100.025,26.752,49.953,99.945,100.035,88.457,135.092,1,99.995,28.803
2026-01-02T09:30:57+00:00,99.99,99.975,100.005,56.744,84.935,99.965,100.015,66.756,102.499,99.955,100.025,27.514,36.4,99.945,100.035,70.638,78.215,99.935,100.045,59.279,113.598,-1,99.975,13.112
2026-01-02T09:30:58+00:00,99.99,99.985,99.995,46.607,68.828,99.975,100.005,34.089,50.327,99.965,100.015,85.51,91.871,99.955,100.025,97.332,152.993,99.945,100.035,75.647,113.705,-1,99.985,23.038
2026-01-02T09:30:59+00:00,99.99,99.985,99.995,55.178,83.412,99.975,100.005,104.927,142.683,99.965,100.015,104.158,132.34,99.955,100.025,72.767,89.634,99.945,100.035,66.977,87.44,1,99.995,57.679
2026-01-02T09:31:00+00:00,99.99,99.985,99.995,49.485,47.581,99.975,100.005,33.956,39.084,99.965,100.015,59.789,61.549,99.955,100.025,136.443,173.095,99.945,100.035,74.361,92.467,-1,99.985,22.371
2026-01-02T09:31:01+00:00,99.99,99.975,100.005,41.706,46.339,99.965,100.015,54.658,62.983,99.955,100.025,118.971,124.261,99.945,100.035,79.414,65.721,99.935,100.045,142.407,145.12,-1,99.975,14.964
2026-01-02T09:31:02+00:00,99.99,99.985,99.995,42.739,51.618,99.975,100.005,55.469,68.737,99.965,100.015,118.594,193.55,99.955,100.025,90.156,106.105,99.945,100.035,85.314,106.902,-1,99.985,23.515
2026-01-02T09:31:03+00:00,99.98,99.975,99.985,60.445,78.566,99.965,99.995,66.578,68.867,99.955,100.005,81.645,65.578,99.945,100.015,48.248,53.127,99.935,100.025,87.5,123.05,1,99.985,25.876
2026-01-02T09:31:04+00:00,99.98,99.97,99.99,30.245,37.089,99.96,100.0,37.718,40.613,99.95,100.01,57.198,50.574,99.94,100.02,117.479,119.0,99.93,100.03,37.998,56.742,1,99.99,13.584
2026-01-02T09:31:05+00:00,99.98,99.97,99.99,65.932,103.9,99.96,100.0,61.193,66.222,99.95,100.01,96.223,133.347,99.94,100.02,65.668,110.159,99.93,100.03,126.037,136.056,1,99.99,24.732
2026-01-02T09:31:06+00:00,99.97,99.965,99.975,67.083,96.979,99.955,99.985,93.471,112.414,99.945,99.995,50.024,85.569,99.935,100.005,51.479,131.332,99.925,100.015,78.376,163.169,-1,99.965,14.309
2026-01-02T09:31:07+00:00,99.97,99.965,99.975,80.709,102.41,99.955,99.985,48.74,74.43,99.945,99.995,58.649,103.401,99.935,100.005,46.834,60.907,99.925,100.015,82.017,166.227,-1,99.965,27.876
2026-01-02T09:31:08+00:00,99.97,99.96,99.98,26.845,49.907,99.95,99.99,65.1,117.101,99.94,100.0,113.725,123.475,99.93,100.01,59.756,87.637,99.92,100.02,89.87,120.488,-1,99.96,9.937
2026-01-02T09:31:09+00:00,99.97,99.965,99.975,41.666,119.562,99.955,99.985,61.997,124.486,99.945,99.995,42.777,65.454,99.935,100.005,58.405,105.938,99.925,100.015,95.234,183.09,-1,99.965,21.808
2026-01-02T09:31:10+00:00,99.97,99.96,99.98,79.976,112.371,99.95,99.99,122.12,223.312,99.94,100.0,58.107,106.666,99.93,100.01,89.169,141.263,99.92,100.02,59.999,111.32,-1,99.96,24.78
2026-01-02T09:31:11+00:00,99.98,99.975,99.985,48.443,83.717,99.965,99.995,17.041,40.838,99.955,100.005,50.088,73.22,99.945,100.015,105.821,201.072,99.935,100.025,191.788,277.955,-1,99.975,13.749
2026-01-02T09:31:12+00:00,99.98,99.97,99.99,77.843,167.315,99.96,100.0,72.012,97.612,99.95,100.01,80.858,128.088,99.94,100.02,94.312,135.414,99.93,100.03,44.309,70.717,-1,99.97,17.465
2026-01-02T09:31:13+00:00,99.98,99.97,99.99,50.725,86.678,99.96,100.0,37.697,63.174,99.95,100.01,90.254,111.442,99.94,100.02,99.797,107.491,99.93,100.03,102.371,163.61,1,99.99,11.717
2026-01-02T09:31:14+00:00,99.98,99.975,99.985,43.579,65.636,99.965,99.995,48.331,48.872,99.955,100.005,56.801,91.091,99.945,100.015,89.961,124.334,99.935,100.025,45.508,73.782,1,99.985,17.071
2026-01-02T09:31:15+00:00,99.98,99.975,99.985,35.07,35.448,99.965,99.995,102.602,95.417,99.955,100.005,37.208,56.832,99.945,100.015,78.746,106.522,99.935,100.025,142.174,126.856,-1,99.975,22.319
2026-01-02T09:31:16+00:00,99.98,99.97,99.99,106.818,138.205,99.96,100.0,36.72,51.909,99.95,100.01,82.739,81.118,99.94,100.02,104.005,90.464,99.93,100.03,51.113,63.379,1,99.99,6.946
2026-01-02T09:31:17+00:00,99.98,99.975,99.985,34.384,39.849,99.965,99.995,96.272,100.697,99.955,100.005,68.862,72.014,99.945,100.015,52.869,64.328,99.935,100.025,66.504,83.505,1,99.985,16.674
2026-01-02T09:31:18+00:00,99.98,99.975,99.985,30.818,42.82,99.965,99.995,72.349,117.046,99.955,100.005,111.178,143.94,99.945,100.015,67.02,66.599,99.935,100.025,49.081,46.341,1,99.985,7.671
2026-01-02T09:31:19+00:00,99.98,99.975,99.985,61.967,88.368,99.965,99.995,78.575,82.874,99.955,100.005,76.937,113.241,99.945,100.015,46.198,81.786,99.935,100.025,102.859,141.814,-1,99.975,19.269
2026-01-02T09:31:20+00:00,99.98,99.975,99.985,44.158,85.127,99.965,99.995,34.764,44.212,99.955,100.005,83.216,131.341,99.945,100.015,115.668,187.542,99.935,100.025,47.447,59.399,-1,99.975,8.407
2026-01-02T09:31:21+00:00,99.98,99.975,99.985,61.68,68.885,99.965,99.995,78.979,121.046,99.955,100.005,42.561,47.149,99.945,100.015,75.594,143.061,99.935,100.025,89.49,119.675,-1,99.975,12.446
2026-01-02T09:31:22+00:00,99.98,99.975,99.985,43.362,68.114,99.965,99.995,40.188,46.326,99.955,100.005,143.879,201.462,99.945,100.015,174.881,173.214,99.935,100.025,99.934,128.385,-1,99.975,15.656
2026-01-02T09:31:23+00:00,99.98,99.975,99.985,38.155,80.37,99.965,99.995,59.866,97.331,99.955,100.005,35.512,58.029,99.945,100.015,102.636,184.439,99.935,100.025,70.62,103.872,-1,99.975,12.254
2026-01-02T09:31:24+00:00,99.98,99.97,99.99,41.152,91.134,99.96,100.0,59.617,66.05,99.95,100.01,55.576,108.836,99.94,100.02,52.876,130.497,99.93,100.03,131.173,259.317,1,99.99,15.027
2026-01-02T09:31:25+00:00,99.98,99.975,99.985,37.966,80.56,99.965,99.995,39.963,84.751,99.955,100.005,42.829,59.11,99.945,100.015,66.664,112.145,99.935,100.025,67.33,130.915,-1,99.975,16.788
2026-01-02T09:31:26+00:00,99.98,99.975,99.985,26.639,56.344,99.965,99.995,32.929,54.384,99.955,100.005,59.619,132.852,99.945,100.015,68.171,154.059,99.935,100.025,54.057,107.157,-1,99.975,26.872
2026-01-02T09:31:27+00:00,99.98,99.975,99.985,41.984,73.836,99.965,99.995,118.732,148.72,99.955,100.005,52.028,101.556,99.945,100.015,46.961,87.439,99.935,100.025,59.927,142.763,-1,99.975,77.112
2026-01-02T09:31:28+00:00,99.98,99.975,99.985,88.917,150.295,99.965,99.995,33.771,53.697,99.955,100.005,104.341,178.685,99.945,100.015,26.059,59.414,99.935,100.025,123.767,166.979,1,99.985,28.747
2026-01-02T09:31:29+00:00,99.97,99.96,99.98,21.332,44.871,99.95,99.99,42.201,90.077,99.94,100.0,56.156,108.015,99.93,100.01,53.434,88.289,99.92,100.02,78.457,165.862,-1,99.96,5.618
2026-01-02T09:31:30+00:00,99.96,99.955,99.965,35.379,85.286,99.945,99.975,50.186,93.86,99.935,99.985,74.962,163.272,99.925,99.995,45.673,109.029,99.915,100.005,93.96,237.11,-1,99.955,16.972
2026-01-02T09:31:31+00:00,99.96,99.955,99.965,39.504,89.312,99.945,99.975,63.383,157.578,99.935,99.985,55.024,99.059,99.925,99.995,28.111,86.29,99.915,100.005,40.469,109.856,-1,99.955,18.675
2026-01-02T09:31:32+00:00,99.97,99.965,99.975,40.728,88.13,99.955,99.985,30.067,57.085,99.945,99.995,90.375,193.604,99.935,100.005,57.752,150.298,99.925,100.015,56.709,143.199,-1,99.965,11.718
2026-01-02T09:31:33+00:00,99.97,99.965,99.975,58.84,135.334,99.955,99.985,27.542,72.12,99.945,99.995,42.775,79.982,99.935,100.005,52.95,148.396,99.925,100.015,38.922,99.316,-1,99.965,8.799
2026-01-02T09:31:34+00:00,99.96,99.955,99.965,39.208,93.112,99.945,99.975,39.148,94.742,99.935,99.985,48.541,100.364,99.925,99.995,54.26,128.99,99.915,100.005,61.445,183.638,1,99.965,3.305
2026-01-02T09:31:35+00:00,99.96,99.955,99.965,51.472,104.399,99.945,99.975,34.865,56.98,99.935,99.985,72.555,147.364,99.925,99.995,41.194,120.224,99.915,100.005,64.771,176.578,-1,99.955,33.496
2026-01-02T09:31:36+00:00,99.96,99.955,99.965,23.318,55.56,99.945,99.975,28.592,59.0,99.935,99.985,22.794,46.472,99.925,99.995,38.424,93.352,99.915,100.005,118.597,293.404,-1,99.955,11.477
2026-01-02T09:31:37+00:00,99.96,99.955,99.965,25.049,55.35,99.945,99.975,43.723,104.692,99.935,99.985,43.106,114.298,99.925,99.995,61.079,134.282,99.915,100.005,79.945,181.569,1,99.965,41.809
2026-01-02T09:31:38+00:00,99.96,99.955,99.965,48.603,101.867,99.945,99.975,42.968,110.143,99.935,99.985,41.393,104.899,99.925,99.995,53.97,128.263,99.915,100.005,41.087,99.942,1,99.965,27.962
2026-01-02T09:31:39+00:00,99.95,99.945,99.955,42.392,70.076,99.935,99.965,37.985,84.596,99.925,99.975,36.789,72.365,99.915,99.985,45.811,97.465,99.905,99.995,51.785,103.073,1,99.955,17.95
2026-01-02T09:31:40+00:00,99.94,99.93,99.95,36.474,88.757,99.92,99.96,38.548,82.618,99.91,99.97,46.453,141.776,99.9,99.98,59.016,103.598,99.89,99.99,77.575,179.727,1,99.95,12.751
2026-01-02T09:31:41+00:00,99.94,99.935,99.945,64.589,141.401,99.925,99.955,33.628,66.309,99.915,99.965,76.684,137.69,99.905,99.975,49.297,73.088,99.895,99.985,149.069,208.154,-1,99.935,12.54
2026-01-02T09:31:42+00:00,99.94,99.935,99.945,30.776,55.457,99.925,99.955,51.121,111.424,99.915,99.965,72.938,167.333,99.905,99.975,53.724,101.382,99.895,99.985,33.388,74.38,1,99.945,16.136
2026-01-02T09:31:43+00:00,99.94,99.935,99.945,50.131,84.688,99.925,99.955,57.811,114.088,99.915,99.965,50.593,100.854,99.905,99.975,73.967,158.375,99.895,99.985,79.064,147.316,-1,99.935,26.548
2026-01-02T09:31:44+00:00,99.93,99.92,99.94,21.417,53.446,99.91,99.95,40.866,107.346,99.9,99.96,34.879,82.205,99.89,99.97,73.412,161.107,99.88,99.98,76.293,145.613,-1,99.92,17.447
2026-01-02T09:31:45+00:00,99.93,99.925,99.935,39.664,85.717,99.915,99.945,50.669,125.499,99.905,99.955,50.321,105.778,99.895,99.965,87.172,122.408,99.885,99.975,71.432,146.614,-1,99.925,26.192
2026-01-02T09:31:46+00:00,99.93,99.925,99.935,56.489,76.39,99.915,99.945,38.354,66.422,99.905,99.955,78.426,148.434,99.895,99.965,72.099,106.446,99.885,99.975,53.831,100.487,-1,99.925,10.536
2026-01-02T09:31:47+00:00,99.93,99.925,99.935,42.516,61.006,99.915,99.945,81.694,153.248,99.905,99.955,34.132,53.846,99.895,99.965,48.775,83.245,99.885,99.975,56.751,85.276,-1,99.925,21.742
2026-01-02T09:31:48+00:00,99.93,99.925,99.935,46.384,70.11,99.915,99.945,35.136,47.107,99.905,99.955,77.282,88.404,99.895,99.965,90.289,122.089,99.885,99.975,90.985,97.23,1,99.935,16.572
2026-01-02T09:31:49+00:00,99.93,99.925,99.935,51.203,74.223,99.915,99.945,85.888,114.805,99.905,99.955,88.113,105.935,99.895,99.965,116.011,164.144,99.885,99.975,142.713,216.173,-1,99.925,15.581
2026-01-02T09:31:50+00:00,99.93,99.925,99.935,40.539,53.03,99.915,99.945,42.912,61.765,99.905,99.955,107.404,124.185,99.895,99.965,78.91,111.876,99.885,99.975,127.959,183.361,-1,99.925,15.649
2026-01-02T09:31:51+00:00,99.93,99.915,99.945,31.731,66.885,99.905,99.955,61.988,87.957,99.895,99.965,50.192,92.538,99.885,99.975,50.925,88.839,99.875,99.985,41.407,50.543,-1,99.915,18.834
2026-01-02T09:31:52+00:00,99.93,99.915,99.945,43.338,54.018,99.905,99.955,82.449,104.661,99.895,99.965,54.423,83.425,99.885,99.975,82.271,131.221,99.875,99.985,124.104,109.782,1,99.945,46.405
2026-01-02T09:31:53+00:00,99.93,99.925,99.935,61.365,76.173,99.915,99.945,75.426,107.642,99.905,99.955,168.266,169.85,99.895,99.965,105.242,145.349,99.885,99.975,87.668,116.818,-1,99.925,10.886
2026-01-02T09:31:54+00:00,99.94,99.93,99.95,19.903,31.373,99.92,99.96,64.887,73.741,99.91,99.97,108.829,166.689,99.9,99.98,99.802,122.021,99.89,99.99,105.332,139.367,-1,99.93,56.2
2026-01-02T09:31:55+00:00,99.94,99.935,99.945,75.969,81.862,99.925,99.955,54.884,122.742,99.915,99.965,81.954,93.697,99.905,99.975,47.638,66.052,99.895,99.985,73.353,145.378,1,99.945,29.289
2026-01-02T09:31:56+00:00,99.94,99.93,99.95,28.447,38.911,99.92,99.96,47.274,53.91,99.91,99.97,135.907,162.948,99.9,99.98,103.693,129.389,99.89,99.99,48.908,78.535,1,99.95,31.98
2026-01-02T09:31:57+00:00,99.94,99.925,99.955,62.513,73.082,99.915,99.965,143.331,109.324,99.905,99.975,71.867,52.357,99.895,99.985,89.44,100.334,99.885,99.995,72.162,93.895,-1,99.925,16.835
2026-01-02T09:31:58+00:00,99.94,99.935,99.945,37.295,39.969,99.925,99.955,51.391,62.668,99.915,99.965,125.16,92.278,99.905,99.975,100.742,118.383,99.895,99.985,70.063,70.857,1,99.945,11.538
2026-01-02T09:31:59+00:00,99.94,99.93,99.95,69.496,57.358,99.92,99.96,48.03,37.436,99.91,99.97,38.967,31.41,99.9,99.98,139.753,121.449,99.89,99.99,191.711,125.465,1,99.95,23.079
2026-01-02T09:32:00+00:00,99.94,99.935,99.945,89.501,118.706,99.925,99.955,122.789,110.655,99.915,99.965,92.369,76.898,99.905,99.975,103.961,147.897,99.895,99.985,76.305,94.607,1,99.945,28.433
2026-01-02T09:32:01+00:00,99.94,99.935,99.945,44.98,56.166,99.925,99.955,148.499,181.868,99.915,99.965,106.461,111.923,99.905,99.975,78.416,82.296,99.895,99.985,82.111,113.224,1,99.945,5.97
